Province,District,Division,Date,Houses Damaged,Affected,Deaths,Month,NE_Monsoon,Hist_Avg_Affected
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,14,56,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,28,112,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2007-12-23,42,1750,0,12,1,7899.689655172414
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,40,160,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2007-12-23,17,100,0,12,1,7899.689655172414
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,36,144,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2007-12-23,12,60,0,12,1,7899.689655172414
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,43,172,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu West (Oddamavadi,2007-12-23,0,2050,0,12,1,6663.727272727273
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,26,104,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2007-12-23,38,190,0,12,1,7899.689655172414
Northern,Jaffna,Island North(Kayts),2007-12-23,14,56,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,16,64,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,6,24,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,12,48,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,20,80,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,26,104,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,35,140,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,47,188,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,41,164,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,35,140,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,25,100,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,82,328,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,21,84,0,12,1,174.36666666666667
Northern,Jaffna,Island North(Kayts),2007-12-23,41,164,0,12,1,174.36666666666667
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,9,405,2,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,7,575,1,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,9,1184,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,15,165,0,12,1,289.75
Eastern,Batticaloa,Koralai Pattu North(Vakarai),2007-12-23,35,2900,0,12,1,3138.75
Eastern,Batticaloa,Koralai Pattu West (Oddamavadi,2007-12-23,0,8706,0,12,1,6663.727272727273
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,22,684,0,12,1,289.75
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,39953,0,12,1,5449.964912280701
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,4,85,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,1,6,0,12,1,289.75
Eastern,Batticaloa,Eravur Town (Eravur),2007-12-23,0,0,0,12,1,8684.794871794871
Eastern,Batticaloa,Manmunai North (Batti Town),2007-12-23,0,11043,0,12,1,3220.090909090909
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,8,542,0,12,1,289.75
Eastern,Batticaloa,Manmunai Pattu (Araipattai),2007-12-23,0,20217,0,12,1,3898.230769230769
Eastern,Batticaloa,Kattankudy,2007-12-23,0,23270,0,12,1,12001.538461538461
Eastern,Batticaloa,Manmunai West(Vavunatheivu),2007-12-24,0,10,0,12,1,7533.545454545455
Eastern,Batticaloa,Manmunai South & Eruvilpattu (,2007-12-24,6,7039,0,12,1,5104.213114754099
Sabaragamuwa,Ratnapura,Kiriella,2007-08-31,0,0,0,8,0,614.020618556701
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,0,5,0,12,1,526.3103448275862
Sabaragamuwa,Ratnapura,Kiriella,2007-08-31,1,6,0,8,0,614.020618556701
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,77,308,0,12,1,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,1,308,0,12,1,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,1,4,0,12,1,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,0,0,0,12,1,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,2,18,0,12,1,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2007-12-23,6,28,0,12,1,526.3103448275862
Northern,Jaffna,Delft,2007-12-23,1,8,0,12,1,277.9130434782609
Northern,Jaffna,Delft,2007-12-23,1,8,0,12,1,277.9130434782609
Northern,Jaffna,Delft,2007-12-23,3,12,0,12,1,277.9130434782609
Northern,Jaffna,Nallur,2007-12-23,1,5,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,1,17,0,12,1,208.2842105263158
Eastern,Trincomalee,Verugal/ Echchalampattai,2007-12-25,0,1511,0,12,1,1372.08
Southern,Hambantota,Tangalle,2007-09-19,37,200,0,9,0,825.8181818181819
Northern,Jaffna,Nallur,2007-12-23,13,168,0,12,1,208.2842105263158
Southern,Matara,Welipitiya,2006-10-29,20,118,0,10,0,679.2
Northern,Jaffna,Nallur,2007-12-23,1,62,0,12,1,208.2842105263158
Eastern,Trincomalee,Verugal/ Echchalampattai,2007-12-27,0,162,0,12,1,1372.08
Central,Nuwara Eliya,Nuwara Eliya,2007-12-18,13,70,0,12,1,100.98484848484848
Northern,Jaffna,Nallur,2007-12-23,4,31,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,0,10,0,12,1,208.2842105263158
Southern,Hambantota,Tangalle,2007-11-12,40,200,0,11,0,825.8181818181819
Northern,Jaffna,Nallur,2007-12-23,4,53,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,2,12,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,6,50,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,0,37,0,12,1,208.2842105263158
Northern,Jaffna,Nallur,2007-12-23,11,62,0,12,1,208.2842105263158
North-Western,Kurunegala,Giribawa,2007-12-24,0,12,0,12,1,111.85714285714286
Southern,Galle,Balapitiya,2006-10-20,7,48,0,10,0,1612.7777777777778
North-Central,Polonnaruwa,Lankapura,2007-12-15,2,21,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,2,20,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,3,15,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,3,151,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,0,7,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,5,431,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,0,44,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,16,347,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,7,156,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,8,883,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,14,797,0,12,1,899.1282051282051
Western,Gampaha,Negombo,2006-10-25,7,21238,0,10,0,1473.128205128205
Southern,Hambantota,Hambantota,2006-12-20,76,2744,0,12,1,1522.1923076923076
North-Central,Polonnaruwa,Lankapura,2007-12-15,20,665,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,20,394,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,69,1081,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,19,296,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,2,10,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,0,18,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,0,8,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,2,10,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,4,21,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,10,54,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,12,51,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,35,395,0,12,1,899.1282051282051
Uva,Badulla,Ella,2001-02-04,0,0,0,2,1,129.55555555555554
North-Central,Polonnaruwa,Lankapura,2007-12-15,83,769,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,75,990,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,3,150,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Lankapura,2007-12-15,55,192,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Medirigiriya,2007-12-18,70,935,0,12,1,550.7777777777778
North-Central,Polonnaruwa,Hingurakgoda,2007-12-18,45,409,0,12,1,412.875
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Welikanda,2007-12-23,300,992,0,12,1,255.45454545454547
Central,Matale,Galewela,2007-12-22,7,216,0,12,1,75.85714285714286
Central,Matale,Naula,2007-12-23,1,5,0,12,1,198.77777777777777
Central,Matale,Pallepola,2007-12-23,1,5,0,12,1,64.0
Central,Matale,Matale,2007-12-24,3,24,0,12,1,127.8
Central,Matale,Ukuwela,2007-12-21,3,15,0,12,1,121.5
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,380,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,293,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,250,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,65,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,290,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,426,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,594,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,261,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,560,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,200,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,0,100,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2007-12-18,1,4,0,12,1,885.7
Western,Kalutara,Mathugama,2007-08-31,0,50,0,8,0,903.5714285714286
Western,Kalutara,Kalutara,2007-08-31,0,500,0,8,0,3989.5263157894738
Western,Kalutara,Millaniya,2007-11-22,0,91,0,11,0,3634.409090909091
North-Central,Anuradhapura,Horowpothana,2004-12-10,206,2500,0,12,1,847.2
Northern,Kilinochchi,Karachchi,2008-03-10,0,450,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2007-03-10,0,150,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,50,550,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,60,585,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2004-12-10,35,225,0,12,1,1880.4
Sabaragamuwa,Kegalle,Dehiovita,2008-06-01,1,1500,0,6,0,372.2307692307692
Northern,Kilinochchi,Kandavalai,2000-12-26,0,0,0,12,1,2030.2553191489362
Eastern,Ampara,Addalachchenai,2004-12-10,85,425,0,12,1,11400.545454545454
Northern,Kilinochchi,Karachchi,2004-12-10,25,150,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2000-11-10,38,248,0,11,0,1880.4
Northern,Kilinochchi,Karachchi,2008-03-10,2,1975,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2008-03-10,0,1000,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2004-12-10,145,725,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,49,415,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,17,845,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,35,210,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,18,829,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2005-12-18,30,683,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2007-12-23,0,381,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2007-12-23,0,260,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2007-12-23,45,328,0,12,1,1880.4
Western,Gampaha,Kelaniya,2008-07-18,0,595,0,7,0,4041.2289156626507
Western,Colombo,Homagama,2006-10-20,0,1000,0,10,0,1023.4285714285714
Sabaragamuwa,Ratnapura,Eheliyagoda,2006-10-23,0,0,0,10,0,244.28125
Western,Gampaha,Kelaniya,2008-07-18,0,600,0,7,0,4041.2289156626507
Sabaragamuwa,Ratnapura,Kuruvita,2006-10-23,0,0,0,10,0,379.3220338983051
Western,Gampaha,Kelaniya,2008-07-18,0,50,0,7,0,4041.2289156626507
Western,Gampaha,Kelaniya,2008-07-18,0,455,0,7,0,4041.2289156626507
Western,Gampaha,Minuwangoda,2008-05-30,1,111,0,5,0,242.4102564102564
Western,Gampaha,Minuwangoda,2008-05-30,0,45,0,5,0,242.4102564102564
Eastern,Ampara,Addalachchenai,2000-02-04,0,0,0,2,1,11400.545454545454
Eastern,Ampara,Akkaraipattu(Karunkoditivu),2000-02-04,0,0,0,2,1,11996.90909090909
Eastern,Ampara,Thirukkovil,2000-02-04,36,19787,0,2,1,11717.083333333334
Eastern,Ampara,Pothuvil,2000-02-04,0,0,0,2,1,10157.588235294117
Eastern,Ampara,Lahugala,2000-02-01,0,5616,0,2,1,1863.25
Eastern,Ampara,Thirukkovil,2000-11-18,0,0,0,11,0,11717.083333333334
Eastern,Ampara,Akkaraipattu(Karunkoditivu),2000-11-18,0,0,0,11,0,11996.90909090909
Eastern,Ampara,Kalmunai,2000-11-18,0,0,0,11,0,4000.2
North-Central,Polonnaruwa,Thamankaduwa,2001-01-29,0,0,0,1,1,885.7
North-Central,Polonnaruwa,Dimbulagala,2001-01-29,0,0,0,1,1,148.23076923076923
North-Central,Polonnaruwa,Medirigiriya,2001-01-29,0,0,0,1,1,550.7777777777778
North-Central,Polonnaruwa,Lankapura,2001-01-29,0,0,0,1,1,899.1282051282051
North-Central,Polonnaruwa,Hingurakgoda,2001-01-29,0,0,0,1,1,412.875
North-Central,Polonnaruwa,Elahera,2001-01-29,0,0,0,1,1,127.29411764705883
Western,Kalutara,Kalutara,2001-09-19,0,2400,0,9,0,3989.5263157894738
Southern,Galle,Neluwa,2003-05-17,278,1885,0,5,0,2447.3333333333335
Southern,Galle,Elpitiya,2003-05-17,4,260,0,5,0,548.52
Southern,Galle,Nagoda,2003-05-17,360,2475,0,5,0,5971.941176470588
Sabaragamuwa,Ratnapura,Kalawana,2004-09-20,0,1500,0,9,0,147.3361344537815
Western,Kalutara,Beruwala,2004-10-08,0,0,0,10,0,1572.6
Eastern,Ampara,Kalmunai,2004-12-10,0,11633,0,12,1,4000.2
Eastern,Ampara,Karativu,2004-12-10,0,11359,0,12,1,7287.764705882353
Eastern,Ampara,Thirukkovil,2004-12-10,0,12065,0,12,1,11717.083333333334
Eastern,Ampara,Ninthavur,2004-12-10,0,1253,0,12,1,7588.411764705882
Eastern,Ampara,Akkaraipattu(Karunkoditivu),2004-12-10,0,12800,0,12,1,11996.90909090909
Eastern,Ampara,Alayadiwembu,2004-12-10,0,0,0,12,1,7969.933333333333
Eastern,Ampara,Lahugala,2004-12-10,0,1605,0,12,1,1863.25
North-Central,Polonnaruwa,Lankapura,2004-12-14,319,3054,1,12,1,899.1282051282051
Eastern,Trincomalee,Gomarankadawala,2004-12-10,0,0,0,12,1,18.333333333333332
Eastern,Trincomalee,Muttur,2004-12-10,0,0,0,12,1,927.4736842105264
Eastern,Trincomalee,Seruvila,2004-12-10,0,0,0,12,1,479.3529411764706
Eastern,Trincomalee,Verugal/ Echchalampattai,2004-12-10,0,0,0,12,1,1372.08
Northern,Mullaitivu,Maritimepattu,2004-12-16,0,1250,0,12,1,2159.2380952380954
North-Central,Polonnaruwa,Lankapura,2004-12-14,0,0,0,12,1,899.1282051282051
North-Central,Polonnaruwa,Elahera,2004-12-14,0,0,0,12,1,127.29411764705883
Sabaragamuwa,Ratnapura,Kuruvita,2005-09-04,0,0,0,9,0,379.3220338983051
Western,Gampaha,Minuwangoda,2008-05-30,0,100,0,5,0,242.4102564102564
Northern,Kilinochchi,Kandavalai,2008-03-08,0,0,0,3,0,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2007-12-23,0,0,0,12,1,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2005-12-18,75,640,0,12,1,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2004-12-10,0,0,0,12,1,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2004-12-10,38,255,0,12,1,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2004-12-10,8,180,0,12,1,2030.2553191489362
Northern,Jaffna,Nallur,2006-11-10,0,11,0,11,0,208.2842105263158
North-Central,Anuradhapura,Nuwaragam Palatha Central,2003-01-08,0,0,0,1,1,266.6923076923077
North-Central,Polonnaruwa,Welikanda,2003-01-20,0,0,0,1,1,255.45454545454547
Eastern,Trincomalee,Thambalagamuwa,2002-12-10,0,1650,0,12,1,471.2916666666667
Eastern,Trincomalee,Thambalagamuwa,2004-12-10,0,0,0,12,1,471.2916666666667
Western,Colombo,Colombo,2007-05-04,7,1000,0,5,0,3815.3571428571427
Southern,Hambantota,Walasmulla,2003-05-17,0,0,0,5,0,206.57142857142858
Southern,Hambantota,Tangalle,2003-05-17,22,515,0,5,0,825.8181818181819
Southern,Hambantota,Ambalantota,2003-05-17,0,0,0,5,0,170.66666666666666
Southern,Hambantota,Sooriyawewa,2003-05-17,0,20,0,5,0,390.0
Western,Kalutara,Kalutara,2003-05-17,129,7725,1,5,0,3989.5263157894738
Western,Kalutara,Millaniya,2003-05-17,167,17700,1,5,0,3634.409090909091
Western,Kalutara,Ingiriya,2003-05-17,122,11430,1,5,0,2755.153846153846
Southern,Galle,Welivitiya-Divithura,2003-05-17,125,15675,0,5,0,4057.4615384615386
Southern,Galle,Ambalangoda,2003-05-17,0,650,0,5,0,494.1578947368421
Southern,Galle,Galle Four Gravets,2003-05-17,0,1500,0,5,0,619.051724137931
Eastern,Batticaloa,Manmunai South - West (Peddipe,2006-12-30,0,255,0,12,1,1922.34
Eastern,Ampara,Ninthavur,2006-12-18,21,4700,0,12,1,7588.411764705882
Southern,Matara,Mulatiyana,2003-05-17,2,25,0,5,0,219.953125
Southern,Matara,Matara Four Gravets,2003-05-17,1607,34128,1,5,0,3522.5
Southern,Matara,Weligama,2003-05-17,13,550,0,5,0,1134.2857142857142
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,28,300,0,11,0,289.75
Southern,Matara,Devinuwara,2003-05-17,21,130,0,5,0,83.63157894736842
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,0,50,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,13,100,0,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,10,180,1,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,0,90,0,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,15,225,0,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,0,0,2,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,185,1100,0,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,0,0,4,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2006-11-10,0,15,3,11,0,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,1,30,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2007-12-23,10,250,0,12,1,289.75
North-Central,Polonnaruwa,Welikanda,2002-12-20,0,0,0,12,1,255.45454545454547
Southern,Matara,Mulatiyana,2003-05-17,6,345,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,9,115,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,415,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,8,375,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,10,280,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,220,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,5,330,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,10,150,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,30,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,65,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,40,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,5,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,15,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,15,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,5,185,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,5,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,3,35,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,4,20,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,21,300,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,13,430,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,4,150,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,70,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,105,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,11,380,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,14,265,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,30,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,5,30,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,1,5,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,85,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,4,30,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,13,85,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,5,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,11,55,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,10,50,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,3,110,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,8,70,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,9,130,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,0,0,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,4,20,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,40,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,15,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,6,30,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,4,25,0,5,0,219.953125
Southern,Matara,Mulatiyana,2003-05-17,2,25,0,5,0,219.953125
North-Western,Kurunegala,Wariyapola,2001-01-30,0,35,0,1,1,75.55172413793103
North-Western,Kurunegala,Mawathagama,2001-01-30,0,0,0,1,1,124.0909090909091
North-Western,Kurunegala,Rasnayakapura,2001-01-30,0,20,0,1,1,160.04761904761904
North-Central,Polonnaruwa,Dimbulagala,2001-01-29,0,2325,0,1,1,148.23076923076923
Northern,Jaffna,Nallur,2006-11-10,0,30,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,40,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,54,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,15,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,48,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,40,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,68,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2006-11-10,0,20,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,34,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,49,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,60,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,17,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,22,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2005-11-24,0,35,0,11,0,208.2842105263158
Northern,Jaffna,Delft,2004-12-11,9,43,0,12,1,277.9130434782609
Northern,Jaffna,Delft,2004-12-11,3,14,0,12,1,277.9130434782609
Northern,Jaffna,Delft,2004-12-11,0,0,0,12,1,277.9130434782609
Northern,Jaffna,Valikamam North(Tellipallai),2004-12-11,4,20,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2004-12-11,4,180,0,12,1,289.75
Northern,Jaffna,Valikamam North(Tellipallai),2004-12-11,20,240,0,12,1,289.75
